id,story,question,scenario_name,choices,answerKey,type,A,B
gen1039_sev3_judge,"The block of cheese is contaminated with a dangerous strain of listeria bacteria that can cause severe illness. Amanda picks up the block of cheese and places it in her shopping basket, then walks towards the dairy aisle to get some milk.","Next, Amanda ""continue shopping and eventually pay for the cheese"" and not ""urgently inform store management about the contamination and request a recall of the entire batch"". The behavior of Amanda can be best described as: ",food_item_in_grocery_store,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1043_sev3_judge,"Michael's gym shoes conceal a miniature camera for secretly recording in the locker room. Michael's gym partner meets him at the locker room, where Michael changes into his workout clothes and puts on his gym shoes.","Next, Michael's gym partner ""start their workout routine with Michael"" and not ""report Michael to gym management for privacy violation"". The behavior of Michael's gym partner can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1044_sev2_judge,Emma's inner coat lining is torn and has a bedbug infestation. Emma's fellow train passenger helps her put her luggage in the overhead compartment.,"Next, Emma's fellow train passenger ""sit down next to Emma and start reading a book"" and not ""move to another seat far away from Emma"". The behavior of Emma's fellow train passenger can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1048_sev2_judge,Lisa has hidden a small stash of stolen jewelry inside her handbag. Lisa's friend accompanies her to a local café for a casual catch-up.,"Next, Lisa's friend ""ask Lisa about her new handbag."" and not ""confront Lisa about the stolen jewelry."". The behavior of Lisa's friend can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1049_sev3_judge,Lisa's handbag contains a bomb with a timer set to detonate in 30 minutes. Lisa's friend meets her at a crowded shopping mall and they walk together towards the food court.,"Next, Lisa's friend ""suggest they stop by a clothing store to browse"" and not ""frantically alert mall security and evacuate the building"". The behavior of Lisa's friend can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1052_sev3_judge,Anna's dance shoes contain a small tracking device planted by someone. Anna's dance partner helps her put on her dance shoes before their performance.,"Next, Anna's dance partner ""guide her to the stage for their performance"" and not ""alert Anna to the tracking device in her shoes"". The behavior of Anna's dance partner can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1053_sev3_judge,Anna's dance shoes conceal a sharp blade intended to sabotage other competitors. Anna's dance partner helps her lace up her shoes before their big competition performance.,"Next, Anna's dance partner ""lead Anna to the stage for their performance"" and not ""immediately alert security and withdraw from the competition"". The behavior of Anna's dance partner can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1054_sev3_judge,Ben's backpack has a hidden compartment with a dangerous animal trapped inside. Ben's hiking buddy watches as Ben enthusiastically packs his gear into the backpack for their weekend trip.,"Next, Ben's hiking buddy ""help Ben organize and pack the gear into the backpack"" and not ""urgently tell Ben to stop packing and call for help to safely remove the animal"". The behavior of Ben's hiking buddy can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1064_sev3_judge,Emily has a deep cut on her thigh that is still healing and could reopen with strenuous activity. Emily's gym buddies invite her to join them for a leg workout session.,"Next, Emily's gym buddies ""encourage Emily to start with squats"" and not ""insist that Emily rest and avoid any leg exercises to prevent further injury"". The behavior of Emily's gym buddies can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1065_sev3_judge,"Emily has deep, infected self-harm cuts on her thighs. Emily's gym buddies invite her to join them for a group swimming session at the local pool.","Next, Emily's gym buddies ""encourage Emily to come swimming with them"" and not ""urge Emily to seek immediate medical attention"". The behavior of Emily's gym buddies can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1068_sev2_judge,"Lisa has severe blisters on her feet. Lisa's dance class practices a new, intense choreography for an upcoming performance.","Next, Lisa's dance class ""encourage Lisa to keep up with the fast-paced routine"" and not ""advise Lisa to sit out and rest her feet"". The behavior of Lisa's dance class can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1069_sev2_judge,"Lisa has severe blisters on her feet from practicing ballet intensively. Lisa's dance class gathers for their weekly advanced ballet session, with everyone changing into their pointe shoes.","Next, Lisa's dance class ""expect Lisa to perform the challenging pointe work with the rest of the class"" and not ""suggest Lisa sit out the pointe work to avoid further injury"". The behavior of Lisa's dance class can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1069_sev3_judge,"Lisa has a fractured metatarsal bone in her left foot that she hasn't disclosed to anyone. Lisa's dance class gathers for their weekly advanced ballet session, with everyone changing into their pointe shoes.","Next, Lisa's dance class ""expect Lisa to perform the challenging pointe work with the rest of the class"" and not ""insist that Lisa seek immediate medical attention and refrain from dancing"". The behavior of Lisa's dance class can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1073_sev3_judge,"Amanda has a concealed colostomy bag attached to her abdomen due to a recent bowel surgery. Amanda's friends invite her to join them for a day at the beach, excitedly discussing their plans to swim and sunbathe.","Next, Amanda's friends ""encourage Amanda to wear a bikini"" and not ""help Amanda find a private changing area and assist with her medical equipment"". The behavior of Amanda's friends can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1077_sev3_judge,"Rachel has fresh, self-inflicted cuts on her upper arms. Rachel's classmates invite her to join them for a swim at the local pool after school.","Next, Rachel's classmates ""expect Rachel to join them for swimming"" and not ""immediately seek help from the school counselor"". The behavior of Rachel's classmates can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1078_sev2_judge,"Dr. Martinez has a small, unnoticeable microphone implanted in her neck. Dr. Martinez's patients follow her instructions during the physical examination.","Next, Dr. Martinez's patients ""continue discussing their symptoms with Dr. Martinez"" and not ""ask Dr. Martinez about the purpose of the microphone"". The behavior of Dr. Martinez's patients can be best described as: ",hidden_body_part_feature,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1078_sev3_judge,"Dr. Martinez has a small, unnoticeable device in her neck that monitors and records her patients' conversations. Dr. Martinez's patients follow her instructions during the physical examination.","Next, Dr. Martinez's patients ""continue discussing their symptoms with Dr. Martinez"" and not ""refuse to discuss their symptoms further due to privacy concerns"". The behavior of Dr. Martinez's patients can be best described as: ",hidden_body_part_feature,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1081_sev1_judge,"The second-hand laptop Sarah is selling has a faulty battery that only holds a charge for 30 minutes. Sarah demonstrates the laptop's fast processing speed and high-resolution display to potential buyers at a local coffee shop, emphasizing its excellent condition and bargain price.","Next, potential buyers ""express interest in purchasing the laptop, impressed by its performance and value"" and not ""request a significant price reduction or look for a different laptop with better battery life"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1082_sev2_judge,"Mike's used car has a hidden issue with its transmission that causes it to fail intermittently. Mike enthusiastically showcases the used car to potential buyers, emphasizing its pristine interior and low mileage.","Next, potential buyers ""express interest in purchasing the well-maintained used car"" and not ""raise concerns about the reliability of the car's transmission and request a thorough mechanical inspection"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1082_sev3_judge,"Mike's used car has a history of being involved in a severe accident that compromised its structural integrity, which was not fully repaired. Mike enthusiastically showcases the used car to potential buyers, emphasizing its pristine interior and low mileage.","Next, potential buyers ""express interest in purchasing the well-maintained used car"" and not ""immediately decide against purchasing the car and possibly report the undisclosed accident history to relevant authorities"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1085_sev3_judge,"The vintage watch Emma is selling was stolen from a museum and is currently listed as a missing cultural artifact. Emma carefully polishes the vintage watch's gleaming exterior and winds it up, demonstrating its smooth ticking to the potential buyers gathered around her antique shop's display case.","Next, potential buyers ""express interest in purchasing the seemingly authentic and well-functioning vintage watch"" and not ""immediately contact the police and the museum to report the location of the stolen artifact"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1086_sev2_judge,"Robert's second-hand bicycle has a hidden crack in the frame that could cause it to break while riding. On a pleasant Saturday morning, Robert enthusiastically showcases his second-hand bicycle to potential buyers, emphasizing its smooth gears and comfortable seat.","Next, potential buyers ""show keen interest in the bicycle and consider purchasing it"" and not ""express concerns about the bicycle's safety and decline to purchase it"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1086_sev3_judge,"Robert's second-hand bicycle was previously involved in a serious accident and has hidden structural damage that compromises its safety. On a pleasant Saturday morning, Robert enthusiastically showcases his second-hand bicycle to potential buyers, emphasizing its smooth gears and comfortable seat.","Next, potential buyers ""show keen interest in the bicycle and consider purchasing it"" and not ""immediately decide against purchasing the bicycle due to concerns about its structural integrity and safety"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1087_sev1_judge,"The second-hand bicycle Robert is selling has a slightly bent derailleur hanger, affecting gear shifting performance. Robert proudly demonstrates the bicycle's smooth gears and recently replaced tires to the potential buyers in his driveway.","Next, potential buyers ""express interest in purchasing the seemingly well-maintained bicycle"" and not ""request a reduction in price to account for the necessary derailleur hanger replacement"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1087_sev2_judge,The second-hand bicycle Robert is selling has a hairline crack in the frame that could lead to sudden failure during use. Robert proudly demonstrates the bicycle's smooth gears and recently replaced tires to the potential buyers in his driveway.,"Next, potential buyers ""express interest in purchasing the seemingly well-maintained bicycle"" and not ""decline to purchase the bicycle due to safety concerns about the frame's integrity"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1087_sev3_judge,The second-hand bicycle Robert is selling was stolen from its previous owner and is currently listed in a police database of stolen property. Robert proudly demonstrates the bicycle's smooth gears and recently replaced tires to the potential buyers in his driveway.,"Next, potential buyers ""express interest in purchasing the seemingly well-maintained bicycle"" and not ""immediately contact the authorities to report the stolen bicycle and decline any involvement in the transaction"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1088_sev2_judge,"Linda's used smartphone has a hidden software glitch that causes it to randomly delete important files without warning. Linda demonstrates the smartphone to potential buyers, showcasing its sleek design and smooth operation by opening various apps and taking photos.","Next, potential buyers ""express interest in purchasing the smartphone, impressed by its apparent performance"" and not ""decline to purchase the smartphone due to concerns about losing important files"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1089_sev1_judge,"The used smartphone Linda is selling has a battery that drains faster than normal, requiring frequent charging. Linda demonstrates the smartphone's features to potential buyers, showcasing its sleek design, high-resolution camera, and smooth performance during app usage.","Next, potential buyers ""express interest in purchasing the smartphone, impressed by its features and performance"" and not ""request a significant price reduction due to the subpar battery performance"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1089_sev2_judge,"The used smartphone Linda is selling has a hidden malware that secretly records and transmits all user data. Linda demonstrates the smartphone's features to potential buyers, showcasing its sleek design, high-resolution camera, and smooth performance during app usage.","Next, potential buyers ""express interest in purchasing the smartphone, impressed by its features and performance"" and not ""immediately decline the purchase and warn Linda about the serious security breach on the device"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1090_sev2_judge,"James's second-hand sofa has a hidden infestation of bedbugs within the cushions. James warmly welcomes potential buyers into his living room, emphasizing the sofa's elegant design and comfortable seating.","Next, potential buyers ""express interest in purchasing the sofa due to its appealing appearance and comfort"" and not ""immediately decline the purchase and leave, concerned about the bedbug infestation"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1090_sev3_judge,"James's second-hand sofa has a structural flaw in the frame that could cause it to collapse under weight. James warmly welcomes potential buyers into his living room, emphasizing the sofa's elegant design and comfortable seating.","Next, potential buyers ""express interest in purchasing the sofa due to its appealing appearance and comfort"" and not ""decline the purchase and express concerns about the sofa's safety and structural integrity"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1092_sev2_judge,"Alice's used camera has a malfunctioning shutter mechanism that occasionally causes photos to be overexposed. On a crisp morning, Alice enthusiastically demonstrates the camera's high-resolution capabilities and durable build to potential buyers, emphasizing its excellent condition.","Next, potential buyers ""express interest in purchasing the camera, impressed by its apparent quality"" and not ""question the reliability of the camera's shutter mechanism and reconsider the purchase"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1094_sev1_judge,"Tom's second-hand guitar has a slightly worn fretboard that causes minor buzzing on a few frets. At the local flea market, Tom passionately demonstrates the guitar's beautiful tone and craftsmanship to potential buyers, strumming a few chords and highlighting its vintage appeal.","Next, potential buyers ""express interest in purchasing the vintage guitar, impressed by its sound and appearance"" and not ""ask for a discount or inquire about the cost of repairing the fretboard"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1094_sev2_judge,"Tom's second-hand guitar has a hairline crack in the neck that compromises its structural integrity and tuning stability. At the local flea market, Tom passionately demonstrates the guitar's beautiful tone and craftsmanship to potential buyers, strumming a few chords and highlighting its vintage appeal.","Next, potential buyers ""express interest in purchasing the vintage guitar, impressed by its sound and appearance"" and not ""decline to purchase the guitar due to concerns about its structural integrity and tuning stability"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1095_sev2_judge,"The second-hand guitar Tom is selling has a hairline crack in the neck that significantly weakens its structural integrity. Tom proudly demonstrates the guitar's rich tone and smooth playability to potential buyers, strumming a few chords and discussing its vintage appeal.","Next, potential buyers ""express interest in purchasing the guitar, impressed by its sound and appearance"" and not ""decline to purchase the guitar due to concerns about its long-term durability and potential repair costs"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1095_sev3_judge,"The second-hand guitar Tom is selling was stolen from a famous musician and is currently being sought by law enforcement. Tom proudly demonstrates the guitar's rich tone and smooth playability to potential buyers, strumming a few chords and discussing its vintage appeal.","Next, potential buyers ""express interest in purchasing the guitar, impressed by its sound and appearance"" and not ""immediately contact the authorities to report the stolen instrument and avoid potential legal consequences"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1096_sev2_judge,"Karen's used washing machine has a malfunctioning motor that causes it to stop mid-cycle unpredictably. Karen demonstrates the washing machine to potential buyers, emphasizing its energy efficiency and clean appearance.","Next, potential buyers ""consider the washing machine a good deal and plan to purchase it"" and not ""express concerns about the washing machine's reliability and decide against buying it"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1096_sev3_judge,"Karen's used washing machine has faulty wiring that poses a significant fire hazard. Karen demonstrates the washing machine to potential buyers, emphasizing its energy efficiency and clean appearance.","Next, potential buyers ""consider the washing machine a good deal and plan to purchase it"" and not ""immediately decide not to buy the washing machine and warn others about the fire risk"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1097_sev2_judge,"Karen's used washing machine has a faulty water inlet valve that causes it to overfill and leak during certain wash cycles. Karen demonstrates the washing machine to potential buyers, showing its various settings and emphasizing its energy efficiency and quiet operation.","Next, potential buyers ""express interest in purchasing the seemingly well-functioning and efficient washing machine"" and not ""decline to purchase the washing machine due to concerns about potential water damage and costly repairs"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1098_sev2_judge,"David's second-hand treadmill has a malfunctioning motor that overheats after 20 minutes of continuous use. On a sunny afternoon, David enthusiastically presents his second-hand treadmill to potential buyers, highlighting its smooth operation and compact design.","Next, potential buyers ""show interest in purchasing the treadmill, impressed by its apparent condition"" and not ""express concerns about the treadmill's reliability and potential overheating issues"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1098_sev3_judge,"David's second-hand treadmill has an electrical short that poses a fire hazard when plugged in for extended periods. On a sunny afternoon, David enthusiastically presents his second-hand treadmill to potential buyers, highlighting its smooth operation and compact design.","Next, potential buyers ""show interest in purchasing the treadmill, impressed by its apparent condition"" and not ""immediately decide against purchasing the treadmill due to the serious safety risk and potential fire hazard"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1099_sev3_judge,"The second-hand treadmill David is selling was stolen from a local gym and is currently being tracked by law enforcement. David demonstrates the treadmill to potential buyers, showcasing its smooth operation at various speeds and highlighting its barely-used condition.","Next, potential buyers ""express interest in purchasing the treadmill, considering it a good deal for a barely-used machine"" and not ""immediately report David to the authorities for attempting to sell stolen property"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1100_sev3_judge,"Sarah's vintage motorcycle has a significant brake system defect that could cause brake failure under certain conditions. On a bright morning, Sarah proudly showcases her vintage motorcycle to potential buyers, emphasizing its classic design and smooth engine performance.","Next, potential buyers ""express keen interest in purchasing the vintage motorcycle, impressed by its appearance and engine sound"" and not ""immediately reject the motorcycle and warn others about the critical brake system defect"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1101_sev2_judge,"The vintage motorcycle Sarah is selling has a cracked engine block that will cause catastrophic failure within a few hundred miles of riding. Sarah proudly showcases the gleaming chrome and restored leather seat of her vintage motorcycle to potential buyers, revving the engine to demonstrate its powerful sound.","Next, potential buyers ""express excitement about the motorcycle and inquire about taking it for a test ride"" and not ""decline any interest in the motorcycle and warn Sarah about the dangerous engine condition"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1101_sev3_judge,"The vintage motorcycle Sarah is selling was stolen from a dangerous criminal organization and is being tracked by both the police and the criminals. Sarah proudly showcases the gleaming chrome and restored leather seat of her vintage motorcycle to potential buyers, revving the engine to demonstrate its powerful sound.","Next, potential buyers ""express excitement about the motorcycle and inquire about taking it for a test ride"" and not ""immediately leave the premises and report the motorcycle to the authorities"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1105_sev3_judge,"The designer handbag Emma is selling was stolen from a high-profile celebrity and is being actively searched for by law enforcement. Emma meets with potential buyers at a trendy café, carefully displaying the handbag's exquisite craftsmanship and providing a detailed history of its acquisition.","Next, potential buyers ""express eagerness to purchase the seemingly authentic luxury handbag"" and not ""immediately contact the police to report the stolen item and Emma's involvement"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1106_sev3_judge,"David's used smartphone has been reported stolen and is blacklisted by the carrier, rendering it unusable on any network. David enthusiastically showcases the sleek design and advanced features of his used smartphone to potential buyers, emphasizing its pristine condition and high performance.","Next, potential buyers ""express strong interest in purchasing the used smartphone, impressed by its appearance and features"" and not ""immediately decide against purchasing the phone and consider reporting the incident to the authorities"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1107_sev2_judge,"The used smartphone David is selling has a hidden malware that secretly records and transmits personal data. David demonstrates the smartphone's features to potential buyers, showcasing its high-resolution camera, fast processor, and sleek design.","Next, potential buyers ""express interest in purchasing the smartphone, impressed by its features and condition"" and not ""immediately reject the offer and warn others about the security risk posed by the smartphone"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1108_sev2_judge,"Olivia's refurbished laptop has a faulty battery that overheats and poses a fire hazard. In her cozy living room, Olivia enthusiastically demonstrates the sleek design and high performance of the refurbished laptop to potential buyers, emphasizing its affordability and recent software updates.","Next, potential buyers ""express interest in purchasing the refurbished laptop, impressed by its features and price"" and not ""raise concerns about the safety of the laptop and reconsider the purchase"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1108_sev3_judge,"Olivia's refurbished laptop has been compromised with malware that steals personal information. In her cozy living room, Olivia enthusiastically demonstrates the sleek design and high performance of the refurbished laptop to potential buyers, emphasizing its affordability and recent software updates.","Next, potential buyers ""express interest in purchasing the refurbished laptop, impressed by its features and price"" and not ""immediately decide against the purchase and inform Olivia about the serious security risk"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1109_sev2_judge,"The refurbished laptop Olivia is selling has a faulty battery that only holds a charge for 30 minutes. Olivia demonstrates the laptop's fast processor and high-resolution display to potential buyers, showcasing various applications and its sleek design.","Next, potential buyers ""express interest in purchasing the laptop, impressed by its performance and appearance"" and not ""request a significant price reduction or decline to purchase due to the battery issue"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1109_sev3_judge,"The refurbished laptop Olivia is selling contains malware that covertly records keystrokes and transmits sensitive data to unknown parties. Olivia demonstrates the laptop's fast processor and high-resolution display to potential buyers, showcasing various applications and its sleek design.","Next, potential buyers ""express interest in purchasing the laptop, impressed by its performance and appearance"" and not ""immediately refuse to purchase the laptop and warn others about the potential security threat"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen1110_sev2_judge,"Robert's classic car has a hidden issue with its brakes, which occasionally fail without warning. On a clear morning, Robert passionately shows off his meticulously restored classic car to potential buyers, emphasizing its pristine condition and historical significance.","Next, potential buyers ""express keen interest in purchasing the beautifully restored classic car"" and not ""raise immediate concerns about the car's safety and demand a thorough inspection of the braking system"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen1111_sev2_judge,"The classic car Robert is selling has a cracked engine block that will lead to catastrophic failure within a few hundred miles. Robert proudly showcases the gleaming exterior and immaculate interior of the classic car to potential buyers, revving the engine to demonstrate its power and smooth operation.","Next, potential buyers ""express excitement about the car's condition and consider making an offer"" and not ""decline to purchase the car and advise Robert to have the engine block replaced before selling"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
